image_id,label,depth_category,est_area_m2,morth_tonnage_t,repair_cost_inr
KAGGLE-POTHOLE-00322.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00323.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00324.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00325.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00326.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00327.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00328.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00329.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00330.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00331.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00332.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00333.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00334.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00335.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00336.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00337.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00338.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00339.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00340.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00341.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00342.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00343.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00344.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00345.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00346.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00347.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00348.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00349.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00350.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00351.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00352.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00353.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00354.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00355.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00356.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00357.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00358.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00359.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00360.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00361.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00362.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00363.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00364.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00365.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00366.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00367.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00368.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00369.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00370.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00371.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00372.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00373.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00374.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00375.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00376.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00377.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00378.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00379.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00380.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00381.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00382.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00383.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00384.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00385.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00386.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00387.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00388.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00389.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00390.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00391.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00392.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00393.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00394.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00395.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00396.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00397.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00398.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00399.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00400.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00401.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00402.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00403.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00404.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00405.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00406.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00407.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00408.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00409.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00410.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00411.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00412.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00413.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00414.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00415.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00416.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00417.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00418.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00419.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00420.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00421.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00422.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00423.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00424.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00425.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00426.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00427.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00428.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00429.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00430.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00431.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00432.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00433.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00434.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00435.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00436.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00437.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00438.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00439.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00440.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00441.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00442.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00443.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00444.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00445.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00446.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00447.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00448.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00449.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00450.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00451.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00452.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00453.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00454.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00455.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00456.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00457.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00458.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00459.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00460.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00461.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00462.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00463.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00464.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00465.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00466.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00467.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00468.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00469.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00470.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00471.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00472.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00473.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00474.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00475.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00476.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00477.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00478.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00479.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00480.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00481.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00482.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00483.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00484.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00485.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00486.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00487.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00488.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00489.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00490.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00491.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00492.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00493.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00494.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00495.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00496.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00497.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00498.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00499.jpg,Clean_Asphalt,None,0.0,0.0,0.0
KAGGLE-POTHOLE-00500.jpg,Clean_Asphalt,None,0.0,0.0,0.0
